label,message,user_id_encrypted
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.,gAAAAABn9rtxizfmWtKpZYZdQomOayWRBBV3fO3b21onJrvAPOo0k7haWAXCIRRdct0nCiPJRBqYxMLO4YkkLeiEiYylT4QQVw==
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,gAAAAABn9rtxJ6joU3jBNHE8GvXor-47t0A6iNzCSVTuvhoccfHwdZDOaCtS5UnRhtTtwUISDOiI41UjAQ9h1MOQtfZ5DJKwnw==
ham,"And very importantly, all we discuss is between u and i only.",gAAAAABn9rtxkB6M3qyUsDXt36vu7QqT1rC1fuGlBHi9VUf06UGTcFlp-QiWWkiuXwwidPkztdA-snvRjtwQ0XY323iwB2jk2g==
ham,K..k:)how about your training process?,gAAAAABn9rtx3tFhy-t3OXnvuc_xHGVcBJJn-HMrgySnltScUQ0-N2j7yNgrZKOPRhRNOvOHYFtug40zel35rsO6sZ_Nx_6-ZQ==
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,gAAAAABn9rtx-IkjUrv4BFDnECghwpZbyiv5pgLwMTGCPjvRGf18SO50qZq6eB2R3r7l7vC3dcSUMd1JlOSe29KBJH6nigXTiQ==
ham,In da car park ,gAAAAABn9rtxihSiS05baHr8loQzkVWO6ElptYXZY1R4YGZ0peXcqmW7eVrttyTZcqw3BJ07AAs_A0OlgIBVC8O704Pb1463Nw==
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,gAAAAABn9rtx_M_r7JQu0yZdkhm-YkrZChyTJSwfPvRMZ2rdFAd078VHXcr3ggMeWFJy3Qar5tVcoW6sZe0gDshzZSdDSXQNDQ==
ham,So i asked how's anthony. Dad. And your bf,gAAAAABn9rtxwRxaxr3BV5nlhB5G2l391-JQ-Pr6nLBO17gcX7_DlMI53b2oDtC3D3qlrZw9Qnb7-e2sHxqZrvrKlWhWxK2tjg==
ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",gAAAAABn9rtxcpSDiGx76i_bBENOoQlDiSRkjOYAPuzEQ-Wxk-r2d3ZRWMQQ_N9a9_mZjgcM5ETtA7yIhE_cwUYErLTsBVssQw==
ham,What Today-sunday..sunday is holiday..so no work..,gAAAAABn9rtxlvcqx27D2L8AgSe8my4Wbf3Qvz3Yz2X-IITT72gouBUeVfxxUhovnE2Ng32U-U_nIfx5qdd008n309SSYeJtlQ==
ham,Am going to take bath ill place the key in window:-),gAAAAABn9rtxfWNXOdMp3hYiVDouz5HfYMVKx3638I0lW9YJ-imPbVdaHYAPZX2ueJO5MHPBN9RhOZHTit2yrP6UJ0UOvn3ZNg==
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,gAAAAABn9rtx8RV4jS8OtvYC1ujOINrEPkvxpxuiGN-UAIPhz_FlGGc9XRv32_kHpsYZ_dWQyAvVlCQ376s_H7-YXY3NJDSvQA==
ham,"Dear, take care. I am just reaching home.love u a lot.",gAAAAABn9rtxOw1JU0_ykDguP-16Nfo_2kBmy2EDEvOw5rDpHzXKlUIEc0cQ8D4LstLyO1cDl5iPWXrZ1Djxsbz_Cmkpn1ahug==
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,gAAAAABn9rtx1tAHodCeuNGmZafvITi_hvXC7eO4D1F1dnJHLhptkuwPRyjolrxJ_s4bRCxulfM9VLoScit-zRu3G7Ln8DlQ0A==
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,gAAAAABn9rtxq6M7qwHsEzkjWhtLCLHa_HlLjTgWhTpn0yINXaaKnVFnAZjDb-yXnuFSXHtaMeaYO2odOAl9GOOVMVnTMhGFMw==
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,gAAAAABn9rtxWpb8_w3LR3gaatIcX4PzwevB7j4DqAAPtVNVY9gPIJ_kyUs2KzgquYLLLWRkBtiXH3Mg6XHV2x7Lkn5aVJpaBw==
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,gAAAAABn9rtxWqW8BRqyllDyuvxp4ohBsr2iMGSkaMSzub5s2VgURQwFZp03NGh4n3K8FiJH7dHU4kccaWiyLlLubMrw5NsHxA==
ham,"Yo, you at jp and hungry like a mofo?",gAAAAABn9rtx4ZMgA7XwasFQXYUbc-l975OLJ9AyhtnI2seDwnR6Iiu20feV6hhfipJZOXeuFxax8V41J6bsifOfVLt8fpdCGA==
ham,This is all just creepy and crazy to me.,gAAAAABn9rtxXRXQ_I2ljPIO9Q4yksroiGX1nZJ-fPgX1KaHVmJPN1COm57hJH81XqKB3RsAlxLHxKDh0N8REdvX42XWOprKvA==
ham,Ok... I din get ur msg...,gAAAAABn9rtx52G5v3oNWHX_ByK-QVnD3yeEzS2gO-5xcrF7YLI69dRbZb8GevU-tfbv6kJpSBCZD4wDHSvZMVParEGirK5SjA==
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,gAAAAABn9rtx-kQ4WhLooUS0mKyQvDK-bWkMBjZ7OFz8OXfbUnxeYLCoFtG0oP64rc-IAJQsRhW4wo7iou8USN_lglqWrBHsMA==
ham,Pathaya enketa maraikara pa',gAAAAABn9rtxjVbFgoagX4pXu87BpB5eI1YB968xInj87_weoXJHxbxSN2SjbE9At39tx3sQXuoNBKPYi24hJovfNfJ9PbpiIw==
ham,Even if he my friend he is a priest call him now,gAAAAABn9rtxnEWFmFSqSWH29FzIILoLQJu5apTQk2RpEIAAZqDtQhiu_ppaZ-OnAOJVCwwJtdzrwTg3YLl8_9vlJYOsjwdI_g==
ham,"U so lousy, run already come back then half dead... Hee...",gAAAAABn9rtxE5Geg8dtpxSZXVZ1CFtF8TJGvb4IeDvmK0wv662f4XJ7eY7NZIW4FueX8fFGaQWiTM9XhfSu4yaZyiJcisy5lA==
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?,gAAAAABn9rtxNIj4IP-uiGbvgoVEFeejI3wQOELulF_VfQNN6xPsNDdDRAVFAwiliWXjMmXD5U3yOOFvAGsNvlmOmzLb3olTSQ==
ham,Or remind me in a few hrs.,gAAAAABn9rtx7ACEvCI38uWcPlQbd1L7QM5ZSSWyGzSKawU8PFuufjqbNrwbr4kQ33TfqSn6qVrCZyGXQoto8KdbxYGSRZAByg==
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",gAAAAABn9rtxxhagi8nNmuP0Y8V5p7uNwD1uqcD49vC1ZOqNtKJHJc9GnEAdG4NP6i_enmsh_-qkhbxQ5HNPYcrjo2KpOCPxUA==
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,gAAAAABn9rtxehhrG3rQm0QVOgW1KQkQokDKkIlM9X5FvycpN6qUAtJmUwYt1AvX-hJCVtSy4bepVLxr8qjwR6Q0Ldcw531xCw==
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,gAAAAABn9rtxmDJRdn5orguga-t3yX1gVGLDsMZo8p2xp3_V8KofNH_GdBidbbSZAWxJQAVt-NQBgfnWsHwv1csZ3DsgLNiOcQ==
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,gAAAAABn9rtxAIig_gqGgppZUW7PGmYGhVpVG39Txb3eorR0WB9m038GCvb-4JSXUcsnI7KYYtt50_8a9BoWvs3yvjFUT3Vdaw==
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,gAAAAABn9rtxnOercXcJMbYu1V-7h-2XvkQXlsSE0BjfGbrgQVJ0Knmi1WdFNloKJZFLodafOvCYxxwHZbdxufod0y4PhTZ3dg==
ham,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng...",gAAAAABn9rtxSZMYDEnc4Mny60xo_CDoBNNM5UTTkoS12u9Yjr8kozzgJs71eh9ZYSfCD5Ftdr1G5CbU6wmw1H1sd6pExvJDaw==
ham,Just haven't decided where yet eh ?,gAAAAABn9rtxovw36XhmQvlwEZ-Lx3IqVzC5rw5ARp0vtnKkrhAZgjHwUFyC_c6vImRJD563dKIkXB89KSHXm5Sf3UZfNeeSOQ==
ham,"Wat time liao, where still got.",gAAAAABn9rtxWkRlTotRZgKdsoxgz8NqFvd43uOqwkIKHAzb8Mx5X7RZcnKagVhsDGFBdQlw0zxICZvGDAEY7W7dEnyazFiPyg==
ham,Yes watching footie but worried we're going to blow it - Phil Neville?,gAAAAABn9rtxgM_TOG7jDsChyJUaTGhYJSqPn3my8ssjqx7L7Lde1Ke5XbovsfVG7Xj5TtEc7JgIKhLnRAfC4XS4NPQg1S2bQQ==
ham,I wait 4 ü inside da car park...,gAAAAABn9rtxV5LzOwa7-Sq3LKt7tcBsIR7R10oqdCnpCHoKz9EqO6NXVhnG95jE5njKmC6L20A6vBo8JiV8Ydh9AHDBwdJA9A==
ham,Uncle Abbey! Happy New Year. Abiola,gAAAAABn9rtx5eGXW5IOdI5Xg_LwIUSc05hyKds_TJWPPZaAsIlckQ7GRY7QqDqTeSFgc7IJPKFkgsSxPLyhdSyvZie8P_86dg==
ham,Now am free call me pa.,gAAAAABn9rtxeitsxrtcZU7v8GIo1-du6e0GVVT_iIEK3p2m_GEGszn8kNjzixzcQBbArifPv1Da2Qv3dfBBcBioD1zfGVhAWA==
ham,R u saying i should re order the slippers cos i had to pay for returning it.,gAAAAABn9rtx51UXs9RtJLdwyujYUpdbPK0yVW2cmmYnpz6ShXkvdO8wwtRx7PDfFz2slGVa6gPnKt3JM5GFDG_AI6kQ7WXClA==
ham,Stop knowing me so well!,gAAAAABn9rtxxP3-nFhGPEQNQmI0GhEB__GEMYhcLoQjFcgg0tM7KcyP6Mx8YiVLX3HWj1pCBHobo0rFCXZXJ-gnCzoHAbA4YA==
ham,Good evening! this is roger. How are you?,gAAAAABn9rtx7jyKVwxFvNRHHcd5J6wF3dMvIIad48IyW-vxB4cMT1unIH0XQdWrq-avQ44eog52S9SP5tbTZmzo2WqPUqCdaw==
ham,Small problem in auction:)punj now asking tiwary,gAAAAABn9rtx3h-07CgbaQ4UxCl3Z0TRdYOoMdCyZixbRvTwKDtfIQQWSp9Hlw5t_icNGREg5zHnjf-5glGTxJqoEgzre8cVfQ==
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,gAAAAABn9rtxz7xIGdl7ZaSRhZC_klagFhIFmOCWqL5Otrs6sky0XbA75bvKpBMFIyvJjaZUKtcoTH-FNIhALXLUaKvhb02rIw==
ham,He telling not to tell any one. If so treat for me hi hi hi,gAAAAABn9rtxeFJV5bwHpyF_HK9bsOylSpw3z5aZNo8J3gigvtnz_6d8rTs_3eY215Grh3I9VGsLGUVx-CivJKWqRiMaQb1bWw==
ham,My uncles in Atlanta. Wish you guys a great semester.,gAAAAABn9rtx0l_fSa4fHslk0vGUoXqdVEojUaGqoLnE2j7Ojx7Ii8bcwXiJD6KWxDK0eRghKlYjWDpNdSBH0RC8WnRZN55lyA==
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,gAAAAABn9rtxjZbIIl76rHhZZU6shgjn7vWu8nmsMJsXhiQEYc2M-q7QmPg20Ul5j5O1KxLHlMl7kwRQORsmshjlSN5FrD8PWA==
ham,U coming 2 pick me?,gAAAAABn9rtxQShUQv8bXdGxF3oBX0PmwIVKtkUjAwCFbA99f_iQHrRnzCetgTV3l6EiqtFMPPnqowoHTPTAhRptqr01-sFVYg==
ham,Thats cool. i liked your photos. You are very sexy!,gAAAAABn9rtxyBs1pCB8N1sNN0M1DGCDva7gQn4cPTqeyzPty7MVSq9hSVGG2gQwjQlvS_FfMos6_9zvPzA60qjmmQfwz33RfA==
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,gAAAAABn9rtxScpdf8lCXIhilQhM2fHbbwcxTc059K4aNz9XdEt-D3-isHk-ZmmojM-x5ztjdEgQpa7lW4JnGMz3akcK_t7Cxw==
ham,"Haha better late than ever, any way I could swing by?",gAAAAABn9rtxOtoQ7mRYrf06l-eDjSDhOeER2iNNeURm0E8DdnUGVfc42gw-M-pGZqe_PSNLwk0TlUmRWcRvwyKEgt5nlTNVlw==
ham,Ok. But i finish at 6.,gAAAAABn9rtxpn7oH4rgpJ5J--b3HzOTSoG0Cbc4Xa3y6AJfC3qyoUzGtMa7Rwt9lzUSQsdaQI2uP-8oF2fdJZ2BA14c9WYuMA==
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",gAAAAABn9rtxXRSZX3WtCqv04LbCNYbm-EQ0Zkknb_AvLiArO9Mimv0AhQAfCOF0DTMKgZ_zSOrv4b4blfVbcK8udot0VCH5KQ==
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,gAAAAABn9rtxXOJrdY58fomTko1zi-86JB5-nSx3L9OeLc1bL3H3mFKfWYthjo5K1seEvLdb9K5Y3LmCKms8CpI6KKhox3oi-w==
ham,So no messages. Had food?,gAAAAABn9rtxl3MUkJ9Iuw3B1Vm6NEYity9t5pZ8H1Xmtg4MkzSfvlFNJP5jzm9XpLo_shwodRCwcqs30IGMqQqM1EoKL2BK3w==
ham,Ok going to sleep. Hope i can meet her.,gAAAAABn9rtx4ACJCRxcEecYsqywbS4CAHLQHBbitWUdtlMod5UR3AIfSCKrzquvqgM_6YzEqu4VBc94clfMl7U6K2XYQVjxUw==
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,gAAAAABn9rtxvwwEoGnNKT20L56IuSxjWjwtfqLejqQnJiGNO2WMT4RUBedtIH2ia6Io6m3DFj3_RtDCH7Q3z2QlE6t2t4ExtA==
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,gAAAAABn9rtxarjXMFI7eUw3A_MrQ8N3jWfFgCXEoo1Gvf10C5hCixJZ_nKaa8gDABdfoOZ2Qa6Gp6IkA1WOzKJkFLeQXGvC_A==
ham,You're right I have now that I think about it,gAAAAABn9rtxkrehN1CSF5ZBfu6vaLt8RoNTR_nLGm0vuYsjyVdIDWLR0XBCXcXPfh-R_-GbcOQtHUDjS-5bA-mD_dIejanBUg==
ham,Wat r u doing now?,gAAAAABn9rtxy52ssbAHDuMZlK_R8oSY95jLbesoVzcO6mG6ZtutowrWdMcaQJaB5iTwLlqHUdi1IQlO0FeS7pHXmF1JgSdfDQ==
ham,Is ur lecture over?,gAAAAABn9rtxNr6ZOvIZsXHO2Cfiok4qhaGBysWDia7JbiYKStMmR2yn_Alwcdaxnw9-RkiJ5o-nxWjkia29CJWfrVgmHU_FRg==
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,gAAAAABn9rtxXZqVTE3mhpEdZm8jZQe1xKi3CRWy_hzsVh9O6wyBlxY10c0A4lvTBf5QKoxSnRzK2vepYHRdIWSYy1pylqMJlg==
ham,Customer place i will call you,gAAAAABn9rtxhbzgrtScuOLPB0pS3DeHThC9W446OSQX9a2TGKYwLJJY8rlQRAT_ngVX79kqj5JRImsEC2jhOnIMG5MSghtaUw==
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,gAAAAABn9rtxAdrtnemHhX5hXc34iM5Gk1-233q_dMJWJGLRYI5Yf4UvL4JlHkYxIk9DzHnR7LHxxm5P942f3gMDIDADA8l8uw==
ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),gAAAAABn9rtxz_y8aHptT0sGJ7e9JJWfx2NEEsTBHm9DKuY1gkyI3GgR0sB5t0agTcjNiMI16kmUpmav3xC9nbq_eISuAo252A==
ham,"Haha I heard that, text me when you're around",gAAAAABn9rtxjgQhJSvCLq2vNg3uxh8uyhAltxJvON1FmckAWJ7ag_o17EmvNw18BIzL7RLX6yIw80lRCOmCTBnHmZFVocJBRQ==
ham,I.ll get there tomorrow and send it to you,gAAAAABn9rtxfVSmass1Fa2xDx2_pa_f1cASufUOiGmrpFqdoL6byyR4xKDyI-oFfr_baZ7DxZjUEI1qxWSKz1WYXbaFinjzSg==
ham,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",gAAAAABn9rtxqHqRtNglRuiO7FZdJ6vzbtAmh_8ROKWwW5p03DHca0RvLP9HdaJDPgYboTCf3cPIWjv2tdI4s-7Bof592Lk47A==
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,gAAAAABn9rtxWQBMB1t6SYmuLthHAZ1h2LJCJdCCm5bj_PLkOyjcGy-rzcMDWlddad_uOz52SLOOQwBxiwMFE6dtcbKCQXPo0Q==
ham,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.,gAAAAABn9rtxoY7Ys4p7rTthtWd1uDl17dUnNU1XuMPuwnnITFiFYkTiJSs3O3I1DSmvtBCb3aOxHj2j1bKjRWW1JYw6zO6MGw==
ham,"Sorry,  in meeting I'll call you later",gAAAAABn9rtxFBarWK2yTNKEuyA8h0VwlO-APb2ZAqQXnwqqStyyQ_0MN3Q7_2cBml6E7lUlJ5xMpwiQ9h8ewkp3tGXHcPvk5Q==
ham,Yo! Howz u? girls never rang after india. L,gAAAAABn9rtxkdLoxDUfbnwuZ_-zoalJXk6tVOT8RESUNB6i-uT5I55ajmBA7kNWWGkFksQvaNPmOZlGyaariWjUmU9V1y2MuA==
ham,Yeah but which is worse for i,gAAAAABn9rtxlsrpJVP6XC-K4_HCApqjg73P7OxxVda3_WbnSunUl5LSV6YzKLrQsHHxRLh7OAiiOBmgv_jb_XD-4SAiTcvHwQ==
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,gAAAAABn9rtx4EDOpU9fRFxCVM7Lm-mw8MAhIiAk-r6GPzv8zIU7dQDQCsdsFHd8hn1JX9OZ7OdpFNQ6nT_tinGAspBoJl7j0A==
ham,I tagged MY friends that you seemed to count as YOUR friends.,gAAAAABn9rtxw6uHbnwEISjyQtBg5C59MdXsnfoyzpTsqHsx5nmX8mFhffAM1bVpVgaLarhinlQZShEO7m7JKiJH_ewIZ8IARw==
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,gAAAAABn9rtxa-eCVQfc5VvtHO2Zy7y_Pcbnn4uPDdRLFIXoTpnMvI6Vjh__FzBMuKFwmLH6Vz8ibte_-drFV7l6JpYlbJfI2w==
ham,Ok...,gAAAAABn9rtxV8X4cejpDR05cdQ4GJPoH6z8YRMc6l5Rbmuh_9EEgFE7bWGcLYi9XaEPM4k5Zq8k_I7rXKpSfrbaBJNr2FSSHQ==
ham,Long time. You remember me today.,gAAAAABn9rtxAuLpv1PexNKm8eAXqnWFqvdRh1aifipHKRLXXAPdHyZVN1lcPoy8da898kzaG2fdmjFsFedLiqOef_pPHxxUEA==
ham,Havent shopping now lor i juz arrive only,gAAAAABn9rtxMl4yx2c0r1ovO6ScUHKtamfHuQKUY3Bsvl6F_G821jeoYPPiejMAujrUSIgEVdyZdcujgfvltcy2v2NmJSUH5Q==
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,gAAAAABn9rtxnFDffWvdg7Fju5ZV1VCap0wpGIwYJb91HY89CV_zoeinzqL7fJSml2ypptrjvZglKK9UR0cL85SaSCbjaUXwyQ==
ham,Are you up for the challenge? I know i am :),gAAAAABn9rtxM-qG_r8or_SV1TRJymdCoYhq4txVnJ0OLKWoAct9z4ydpUUq3GBxgGBPEKLCp8rQr2JxzaMI-waBFkopc05Ujw==
ham,How much did ur hdd casing cost.,gAAAAABn9rtxw4VmCIuRXqVVTX8WblVBHiUSb3kkhfgdR_8gLox4yleW44uW2lLO0HZdVYDlPo5v02Zjy3V1zyIBn_8QYkI1ZQ==
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,gAAAAABn9rtxJOb5UJtyVQJ5G7sLa--jiXLZZ7DObB_UCC_20OBdCLunvWHASnWv5DKaQ96uB_EKbmm2LPrjYhiBwan9OGNk4A==
ham,I can't describe how lucky you are that I'm actually awake by noon,gAAAAABn9rtx7Mh--ij_ZIC3z4RRZ6uJsq54GNlPp1vJJ-OvwoZitnkAgc7Wp0xKj67qY6YPwahVq0rNPNXXKDlZdfOFApIlhg==
spam,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,gAAAAABn9rtxDiZiaH03ClEL8B-FeuFw2yoyKHiNOTASzUrHe3_kXHpP1Vm6GcdktdsHXMOYxQjEZfA1sqH0IDn133Hh3ijsLQ==
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",gAAAAABn9rtxQPhxqZjkMQfx__saANr1vGiG2OAELaFSR-_3XBxgtdO-ArAZ82C1QXorPqUYSRuUgGK10DyzDwutptjM4ohwJQ==
ham,Cheers for the card ... Is it that time of year already?,gAAAAABn9rtxdzgmnYtNdxz1_iNJD_IvfMBjmT0f1-vsIYUazYHICAiNXOrZpPmol2CJsh72FUO0RmXiVWnUz5Xy5_ybB05TPw==
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",gAAAAABn9rtxXwl3DSgIUfVi0MFOa8Pg04-cbmDqcUYYE5ytt5YFgTV_t-8-SxHNitdu63O9hgZGOTxwyQMIT_G-QbLy5icl7g==
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",gAAAAABn9rtxY4tO0TtGaYhk-CybO-L311nz_IR8CRGD4bSngn1Q-0XkCzFnsXPJK5FUAvHHao2zDtnMyXUunwohv8PLMRbWKg==
ham,Ugh hopefully the asus ppl dont randomly do a reformat.,gAAAAABn9rtxk0WHvu7MrVke_oPMRDhnYAaZodH7FEAJjWV4eW8IzobTAM29JWSh9D3fhb8-5yYnUHTuUcfyle4cOUYj8zfDEA==
ham,"Haven't seen my facebook, huh? Lol!",gAAAAABn9rtxUjbqyTewsZI-5KxJ537zY7ZRQNSN0vdQ37kSspWM1N5CP_l-t6HD8-kOasew8v2zNdnEr1D074QJf1_ZJIE12A==
ham,"Mah b, I'll pick it up tomorrow",gAAAAABn9rtxMQusfW03XOGe-jrkGPXRoVyELQtYUgVLbbVzCUDuSOefs6zFDAwEwanEmFr2hCsIBFM9YaJr8zCBVDBIlUXoow==
ham,Still otside le..u come 2morrow maga..,gAAAAABn9rtxsMqCJM3IMRTkUm3nHYiXSa5Uvfno5HwVgTVIc0TelO5m4qMGLmgo9yrcUPmz-sm0Omhe-xm3HEWyua-1YZcPQw==
ham,Do u still have plumbers tape and a wrench we could borrow?,gAAAAABn9rtxC0Jnxqmbi2q1hnEL_5sx3laIQNAXswpTiq0I5iPXKkU8cX32Xk6l6r4Qbs4hwtlP7qedgL2YOdhVcD3nKNs6jw==
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",gAAAAABn9rtxfoWTJ6fC_pPThmAiVdTviUWVRT5maTYT_U9AOSSaP5Ar7ongF81u233c3_QH3paSP6ipQV8W5gd2lbgtKjjDbw==
ham,It vl bcum more difficult..,gAAAAABn9rtx6NXgTexrpag5i22M1HMUCgLnAItPG3rUaumJ2n7JmFh9YK3fIIyQEy_z9XvdbdfSJ1yvYRdAajgt97ZPZCyiZQ==
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,gAAAAABn9rtxk0vZAVPm_FCFhakHzXIYjaMbNq-jouTFrOOgl8n-ng7HA0p_JRVXQAd76BF5P4F8h1oNvwIXSji2vgBL2344ow==
ham,Havent still waitin as usual... Ü come back sch oredi?,gAAAAABn9rtxBhis1KZvCF_KcOkmYhgxatmgsWAc0qF_tOEPU9RQmAfiZHqo9iqlQMnGsTCLVJ8N0uGnwk56khLrbZzwNLqjdg==
ham,In meeting da. I will call you,gAAAAABn9rtxX7r26qVkcpKEATuQDH3wU_xkvmK9LFsdqSmxi93LA0tDDlWap4WkdrbrKZhERJCHboiDKYBt1azxl-iOPc8gTQ==
ham,K k :-):-) then watch some films.,gAAAAABn9rtxhflCaU-uCNF2Gkq9CUw9vJgX0MVnyVXpzFpZSbWz16dzxPfNAwIxB0bUlXuv1uKUv9PU6r07WdlVINIAU9ckeA==
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,gAAAAABn9rtx3wSD5LqDVyUc3BsuZc_N8MPBvpvuEzjF3ae3WU-Bfey79n9hhdPf7S9liym7fWAaHJiidxtSmh4UD3lNlJIeiA==
ham,There the size of elephant tablets & u shove um up ur ass!!,gAAAAABn9rtxFUAXl5lNS4t2LKrqguvCboq42hZv7Smz5IglKEupLMJuc4yopL7hogXvAx9ESVas0pPLMMJe02zdl7Ae69D7zg==
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",gAAAAABn9rtxSscufVU5l8QRk9sR6JNcCFOll-nB3nOrRID1M_ntY4bh1px3tnq_fHKLo7sg_4rWrhbRJczDNMvtVIbnWOtAMw==
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",gAAAAABn9rtxAy8KdSDvV0RX3QJe-oWhaulcobEbZziRERbb5uitDRJrWAr4AOYp_80vd1JTDfDFdz8umCku63KXo5kxOS7dTw==
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair. ,gAAAAABn9rtxYEsVfQRvAU-1m3n5cBNQDpd327rAZuXlnJfqyk5aD1RT0Tt3wC6Hrl2Iq4XgYdvGzCT0mUxjkvItBivsGBFtnQ==
ham,Good morning pookie pie! Lol hope I didn't wake u up,gAAAAABn9rtxndjDcA44onrycCoU1T4mW8GD3DeV5XTf0lzznKq-Gqx_6lK2rlkQNo5wBCVUh8Kb1EsbL-uxfV8lndN8qJkWIw==
